account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,current_plan_tier,current_seats,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,latest_sub_churn_flag,start_date,total_usage_count,avg_usage_count,total_usage_duration_secs,avg_usage_duration_secs,total_error_count,n_usage_events,n_features_used,beta_usage_events,n_tickets,avg_resolution_hours,avg_first_response_min,avg_satisfaction,n_escalations,status,usage_segment,mrr_segment,account_size
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,Enterprise,29,5771,69252,monthly,True,False,2024-10-09,447,9.717391304347826,110514,2402.478260869565,40,46,29,5,4.0,36.75,90.5,4.666666666666667,0.0,Retained,Medium,High MRR,Medium
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,Enterprise,28,5572,66864,annual,False,False,2024-09-01,514,10.07843137254902,143734,2818.3137254901962,27,51,32,2,4.0,31.75,106.25,4.0,0.0,Retained,Medium,High MRR,Large
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,False,Basic,13,247,2964,monthly,True,False,2024-12-28,857,9.965116279069768,277347,3224.9651162790697,64,86,37,7,7.0,17.714285714285715,58.57142857142857,4.5,1.0,Retained,High,Low MRR,Medium
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,True,False,Pro,39,1911,22932,monthly,True,True,2024-11-15,410,10.789473684210526,147068,3870.2105263157896,18,38,25,4,5.0,41.4,87.8,4.0,0.0,Retained,Low,Medium MRR,Medium
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,Basic,32,608,7296,annual,False,False,2024-11-30,833,10.960526315789474,243699,3206.565789473684,26,76,35,8,2.0,27.0,100.0,,0.0,Retained,High,Medium MRR,Medium
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,Pro,3,147,1764,annual,True,False,2024-12-31,531,9.654545454545454,166970,3035.818181818182,39,55,33,5,7.0,28.857142857142858,102.85714285714286,3.0,0.0,Retained,Medium,Low MRR,Small
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,False,Enterprise,14,2786,33432,annual,False,False,2024-10-16,143,9.533333333333333,43699,2913.266666666667,13,15,13,3,3.0,41.333333333333336,79.33333333333333,3.0,0.0,Retained,Low,High MRR,Medium
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,Enterprise,18,3582,42984,monthly,True,False,2024-12-27,565,9.576271186440678,172626,2925.864406779661,26,59,28,6,5.0,21.8,66.2,4.0,1.0,Churned,Medium,High MRR,Small
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,Enterprise,50,9950,119400,annual,True,False,2024-08-22,644,9.757575757575758,189514,2871.4242424242425,40,66,35,7,7.0,25.571428571428573,62.285714285714285,3.6,1.0,Retained,High,High MRR,Medium
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,False,Basic,21,399,4788,annual,False,False,2024-11-20,500,10.416666666666666,137958,2874.125,32,48,31,6,9.0,35.666666666666664,83.44444444444444,3.8,0.0,Retained,Medium,Low MRR,Medium
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Basic,1,True,False,Pro,14,686,8232,annual,True,False,2024-12-31,337,10.53125,87045,2720.15625,13,32,24,6,4.0,27.5,101.25,4.0,0.0,Retained,Low,Medium MRR,Small
A-e4144b,Company_316,EdTech,UK,2024-10-22,other,Pro,41,False,False,Enterprise,41,8159,97908,annual,True,False,2024-12-22,439,10.209302325581396,133397,3102.2558139534885,21,43,26,5,3.0,57.0,172.33333333333334,4.0,0.0,Retained,Medium,High MRR,Large
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21,False,False,Basic,21,399,4788,monthly,False,True,2024-11-24,401,8.911111111111111,122954,2732.311111111111,26,45,29,5,7.0,26.714285714285715,96.28571428571429,4.333333333333333,0.0,Retained,Low,Low MRR,Medium
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,10,False,False,Pro,10,490,5880,annual,False,False,2024-11-04,347,10.84375,104442,3263.8125,21,32,20,5,1.0,25.0,115.0,3.0,0.0,Retained,Low,Low MRR,Small
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Enterprise,1,False,False,Enterprise,2,398,4776,monthly,True,False,2024-12-26,444,9.866666666666667,142589,3168.6444444444446,19,45,26,5,3.0,34.666666666666664,79.33333333333333,5.0,0.0,Retained,Medium,Low MRR,Small
A-b7724f,Company_320,HealthTech,UK,2023-03-28,organic,Basic,1,False,False,Basic,29,551,6612,monthly,True,False,2024-12-27,380,10.0,93251,2453.9736842105262,16,38,28,2,3.0,28.666666666666668,92.0,3.0,0.0,Retained,Low,Medium MRR,Small
A-310452,Company_321,DevTools,FR,2024-12-25,other,Enterprise,9,False,False,Basic,9,171,2052,annual,True,False,2024-12-29,268,10.72,65581,2623.24,16,25,20,4,5.0,34.2,113.6,3.6,0.0,Retained,Low,Low MRR,Small
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25,False,False,Basic,25,475,5700,annual,True,False,2024-12-28,663,10.2,188047,2893.0307692307692,38,65,31,4,1.0,68.0,117.0,5.0,0.0,Retained,High,Low MRR,Medium
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False,Pro,12,588,7056,monthly,True,False,2024-12-18,420,10.0,122432,2915.0476190476193,14,42,25,5,2.0,53.0,109.5,5.0,0.0,Retained,Medium,Medium MRR,Medium
A-6a7c9d,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True,Pro,26,1274,15288,annual,True,False,2024-12-26,189,9.947368421052632,65006,3421.3684210526317,6,19,15,1,3.0,34.333333333333336,60.0,4.0,0.0,Churned,Low,Medium MRR,Large
A-cbd1a3,Company_325,DevTools,US,2024-11-25,other,Basic,6,False,True,Basic,20,380,4560,annual,True,False,2024-12-29,465,10.333333333333334,128809,2862.4222222222224,32,45,29,3,4.0,34.5,81.75,4.0,0.0,Churned,Medium,Low MRR,Small
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Pro,13,False,False,Basic,17,323,3876,annual,True,False,2024-12-05,551,10.203703703703704,170966,3166.037037037037,26,54,32,5,2.0,44.5,139.0,5.0,0.0,Retained,Medium,Low MRR,Medium
A-600734,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,True,Pro,36,1764,21168,monthly,True,False,2024-11-06,660,9.565217391304348,190076,2754.7246376811595,30,69,33,11,7.0,52.57142857142857,89.42857142857143,3.6666666666666665,1.0,Churned,High,Medium MRR,Large
A-86fc1d,Company_328,DevTools,UK,2024-07-26,partner,Basic,26,False,False,Basic,26,0,0,monthly,True,False,2024-12-31,363,9.81081081081081,111108,3002.9189189189187,26,37,26,3,5.0,27.0,59.2,4.0,0.0,Retained,Low,Low MRR,Large
A-78f02b,Company_329,HealthTech,US,2024-11-17,event,Enterprise,11,False,False,Pro,11,539,6468,annual,True,False,2024-12-08,211,10.55,62349,3117.45,16,20,17,3,4.0,45.75,55.0,4.0,0.0,Retained,Low,Medium MRR,Medium
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Basic,32,False,False,Basic,32,608,7296,annual,True,False,2024-12-28,612,9.870967741935484,176628,2848.8387096774195,36,62,33,10,3.0,41.0,91.0,3.5,0.0,Retained,High,Medium MRR,Large
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Basic,17,False,True,Pro,17,833,9996,annual,True,False,2024-12-11,631,9.279411764705882,181302,2666.205882352941,34,68,32,5,6.0,41.666666666666664,88.83333333333333,4.0,0.0,Churned,High,Medium MRR,Medium
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,False,Enterprise,49,9751,117012,monthly,False,False,2024-10-23,352,9.263157894736842,97381,2562.657894736842,11,38,25,1,4.0,43.75,100.25,4.0,0.0,Retained,Low,High MRR,Large
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Enterprise,11,False,False,Enterprise,11,2189,26268,monthly,True,False,2024-10-18,185,10.277777777777779,75595,4199.722222222223,15,18,16,4,2.0,57.5,128.5,,0.0,Retained,Low,High MRR,Medium
A-2ebb4b,Company_334,HealthTech,US,2023-05-15,ads,Basic,41,False,False,Pro,41,2009,24108,monthly,True,False,2024-12-10,488,9.76,143502,2870.04,33,50,27,7,2.0,43.5,136.5,3.0,0.0,Retained,Medium,Medium MRR,Large
A-6843f2,Company_335,HealthTech,CA,2024-12-10,ads,Enterprise,21,False,False,Pro,21,1029,12348,annual,True,False,2024-12-31,481,10.456521739130435,126424,2748.3478260869565,17,46,24,3,2.0,36.5,78.0,3.0,0.0,Retained,Medium,Medium MRR,Medium
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,False,Basic,10,190,2280,monthly,True,False,2024-11-02,474,10.304347826086957,171153,3720.717391304348,20,46,27,2,7.0,27.714285714285715,86.14285714285714,4.2,1.0,Retained,Medium,Low MRR,Small
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Basic,87,False,True,Pro,87,4263,51156,monthly,True,False,2024-12-30,587,9.783333333333333,168767,2812.7833333333333,45,60,35,7,4.0,18.75,97.0,4.0,1.0,Churned,High,High MRR,Large
A-b7b7b7,Company_338,FinTech,US,2024-06-30,event,Basic,24,False,True,Pro,24,1176,14112,annual,True,False,2024-12-29,571,10.381818181818181,166390,3025.2727272727275,26,55,31,6,3.0,17.0,99.0,5.0,0.0,Churned,Medium,Medium MRR,Medium
A-ccc747,Company_339,HealthTech,FR,2024-01-12,event,Pro,16,False,True,Basic,16,304,3648,annual,True,False,2024-11-04,284,9.466666666666667,89582,2986.0666666666666,13,30,23,3,4.0,32.25,83.25,5.0,1.0,Churned,Low,Low MRR,Medium
A-bb3bd4,Company_340,HealthTech,US,2024-01-27,ads,Basic,23,False,False,Basic,23,437,5244,annual,True,False,2024-12-17,315,10.5,93609,3120.3,11,30,18,1,11.0,32.72727272727273,106.36363636363636,4.142857142857143,0.0,Retained,Low,Low MRR,Medium
A-09316c,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70,False,False,Enterprise,70,13930,167160,annual,True,False,2024-12-29,566,10.481481481481481,149461,2767.796296296296,31,54,28,5,4.0,54.75,106.25,3.75,1.0,Retained,Medium,High MRR,Large
A-96bbc6,Company_342,Cybersecurity,US,2024-05-07,organic,Enterprise,39,False,False,Basic,39,741,8892,monthly,True,False,2024-12-25,482,9.83673469387755,152806,3118.4897959183672,25,49,30,5,3.0,51.333333333333336,67.0,3.3333333333333335,0.0,Retained,Medium,Medium MRR,Large
A-bc4d48,Company_343,EdTech,US,2024-06-12,ads,Pro,35,True,False,Basic,35,665,7980,annual,True,False,2024-12-27,321,10.03125,89391,2793.46875,9,32,24,1,6.0,41.166666666666664,65.83333333333333,4.2,1.0,Retained,Low,Medium MRR,Large
A-b30291,Company_344,HealthTech,US,2024-04-05,event,Basic,5,True,True,Pro,5,245,2940,annual,True,False,2024-12-22,519,10.8125,161097,3356.1875,31,48,26,8,1.0,16.0,1.0,,0.0,Churned,Medium,Low MRR,Small
A-cdf020,Company_345,DevTools,AU,2023-08-16,organic,Pro,23,False,False,Pro,44,2156,25872,monthly,True,False,2024-10-09,379,9.475,119522,2988.05,18,40,25,4,4.0,29.5,39.25,4.0,0.0,Retained,Low,High MRR,Medium
A-e6afc1,Company_346,DevTools,US,2023-02-24,ads,Pro,1,False,False,Pro,9,0,0,monthly,False,False,2024-12-18,679,9.56338028169014,196287,2764.605633802817,30,71,32,6,0.0,,,,0.0,Retained,High,Low MRR,Small
A-e3bd71,Company_347,Cybersecurity,US,2023-03-25,partner,Basic,31,False,False,Pro,31,1519,18228,annual,False,False,2024-12-07,638,10.459016393442623,187024,3065.967213114754,27,61,32,3,4.0,30.25,119.0,4.0,0.0,Retained,High,Medium MRR,Large
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27,ads,Basic,43,False,False,Pro,43,0,0,annual,True,False,2024-12-25,398,10.205128205128204,110855,2842.4358974358975,18,39,23,5,6.0,24.666666666666668,94.33333333333333,4.0,0.0,Retained,Low,Low MRR,Large
A-098560,Company_349,DevTools,UK,2023-10-21,ads,Enterprise,1,False,True,Enterprise,4,796,9552,monthly,True,False,2024-11-17,567,10.309090909090909,174302,3169.1272727272726,32,55,32,8,2.0,28.0,100.0,3.0,1.0,Churned,Medium,Medium MRR,Small
A-82861f,Company_350,DevTools,UK,2024-04-25,organic,Basic,41,False,False,Enterprise,41,8159,97908,annual,False,False,2024-11-19,462,9.24,130873,2617.46,43,50,28,4,5.0,24.4,55.0,3.2,0.0,Retained,Medium,High MRR,Large
A-94c3cd,Company_351,FinTech,CA,2023-09-20,other,Enterprise,32,False,False,Enterprise,32,6368,76416,monthly,True,False,2024-12-15,306,9.870967741935484,104197,3361.1935483870966,18,31,18,4,4.0,44.75,116.5,3.5,1.0,Retained,Low,High MRR,Large
A-a33200,Company_352,HealthTech,US,2024-09-15,partner,Basic,29,False,False,Basic,29,551,6612,monthly,True,False,2024-12-20,517,9.4,150997,2745.4,26,55,33,5,3.0,36.333333333333336,88.33333333333333,4.5,0.0,Retained,Medium,Medium MRR,Large
A-034368,Company_353,EdTech,US,2023-11-05,event,Enterprise,19,False,False,Enterprise,23,4577,54924,monthly,True,False,2024-12-12,265,9.464285714285714,80423,2872.25,25,28,20,4,5.0,41.2,91.8,4.0,0.0,Retained,Low,High MRR,Medium
A-b54c01,Company_354,DevTools,US,2024-09-29,event,Enterprise,29,False,False,Basic,29,551,6612,annual,False,False,2024-12-23,226,9.826086956521738,64973,2824.913043478261,17,23,15,3,5.0,42.6,77.2,3.0,0.0,Retained,Low,Medium MRR,Large
A-d82ef9,Company_355,EdTech,UK,2024-07-02,other,Basic,26,False,True,Basic,26,494,5928,monthly,True,False,2024-11-30,679,9.985294117647058,194022,2853.264705882353,46,68,32,5,5.0,39.8,91.6,4.25,1.0,Churned,High,Low MRR,Large
A-bb2f49,Company_356,Cybersecurity,US,2023-05-28,other,Pro,8,False,False,Pro,28,1372,16464,monthly,False,False,2024-12-26,618,10.3,190070,3167.8333333333335,42,60,31,2,3.0,22.333333333333332,102.33333333333333,4.0,0.0,Retained,High,Medium MRR,Small
A-1f559b,Company_357,HealthTech,US,2023-09-04,organic,Enterprise,5,True,True,Basic,10,190,2280,annual,False,False,2024-10-17,400,10.0,117267,2931.675,27,40,29,4,5.0,50.4,116.2,4.2,0.0,Churned,Low,Low MRR,Small
A-5a215a,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87,False,False,Pro,87,4263,51156,annual,True,False,2024-12-10,807,10.0875,271652,3395.65,71,80,32,8,4.0,29.5,38.0,4.0,0.0,Retained,High,High MRR,Large
A-3f9cc0,Company_359,HealthTech,US,2024-06-03,event,Basic,22,False,False,Enterprise,30,5970,71640,monthly,True,False,2024-08-04,407,9.69047619047619,124321,2960.0238095238096,24,42,25,0,5.0,34.8,112.6,4.5,1.0,Retained,Low,High MRR,Medium
A-f9cc74,Company_360,DevTools,FR,2024-10-12,partner,Enterprise,30,True,False,Pro,30,0,0,monthly,True,False,2024-12-22,484,9.68,130826,2616.52,22,50,30,7,6.0,49.833333333333336,118.33333333333333,4.0,0.0,Retained,Medium,Low MRR,Large
A-ed510f,Company_361,Cybersecurity,IN,2023-01-17,partner,Basic,42,False,False,Pro,42,2058,24696,monthly,True,False,2024-12-21,493,10.061224489795919,160744,3280.4897959183672,28,49,27,5,9.0,44.55555555555556,82.55555555555556,4.0,0.0,Retained,Medium,High MRR,Large
A-5c9849,Company_362,EdTech,IN,2024-11-03,partner,Basic,19,False,False,Pro,19,931,11172,monthly,False,False,2024-12-30,473,10.282608695652174,151483,3293.108695652174,23,46,30,2,4.0,59.5,41.0,,1.0,Retained,Medium,Medium MRR,Medium
A-a7bd4b,Company_363,Cybersecurity,US,2023-02-15,ads,Enterprise,5,False,False,Basic,18,342,4104,monthly,True,False,2024-09-25,576,10.472727272727273,166772,3032.2181818181816,37,55,29,5,6.0,36.833333333333336,86.16666666666667,3.25,0.0,Retained,Medium,Low MRR,Small
A-d4ac0e,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,False,Pro,18,882,10584,monthly,True,False,2024-12-14,793,9.9125,245619,3070.2375,53,80,38,9,4.0,21.0,34.0,3.5,0.0,Retained,High,Medium MRR,Medium
A-ffdfd5,Company_365,EdTech,US,2024-04-13,organic,Basic,3,False,True,Pro,3,147,1764,monthly,True,True,2024-12-20,529,10.173076923076923,139609,2684.7884615384614,28,52,29,4,0.0,,,,0.0,Churned,Medium,Low MRR,Small
A-0dbdc6,Company_366,Cybersecurity,DE,2023-02-12,other,Pro,30,False,True,Pro,47,2303,27636,annual,True,False,2024-12-15,512,9.846153846153847,155107,2982.826923076923,31,52,32,6,4.0,47.0,95.25,5.0,0.0,Churned,Medium,High MRR,Large
A-7cfe77,Company_367,DevTools,US,2024-07-10,ads,Pro,69,False,False,Basic,69,1311,15732,annual,True,False,2024-12-05,205,10.789473684210526,57582,3030.6315789473683,11,19,16,1,7.0,30.714285714285715,105.57142857142857,3.5,0.0,Retained,Low,Medium MRR,Large
A-1f0636,Company_368,EdTech,AU,2024-01-01,partner,Pro,105,False,False,Enterprise,105,20895,250740,annual,False,False,2024-11-17,685,10.073529411764707,212120,3119.4117647058824,30,68,32,4,2.0,38.5,75.0,3.5,0.0,Retained,High,High MRR,Large
A-40de06,Company_369,Cybersecurity,US,2023-05-08,event,Enterprise,28,False,True,Basic,28,532,6384,annual,True,False,2024-11-17,902,9.912087912087912,267400,2938.4615384615386,43,91,37,14,3.0,40.333333333333336,67.66666666666667,4.0,0.0,Churned,High,Medium MRR,Large
A-cb5333,Company_370,DevTools,US,2024-03-26,ads,Pro,33,False,False,Pro,33,1617,19404,monthly,True,False,2024-12-15,796,9.707317073170731,263767,3216.670731707317,34,82,36,8,4.0,30.75,85.75,3.0,0.0,Retained,High,Medium MRR,Large
A-309e54,Company_371,DevTools,US,2024-12-09,other,Pro,15,False,False,Basic,15,285,3420,annual,True,False,2024-12-31,509,9.788461538461538,168199,3234.596153846154,24,52,28,3,5.0,23.8,90.2,3.0,0.0,Retained,Medium,Low MRR,Medium
A-6e7827,Company_372,DevTools,US,2023-03-26,other,Basic,1,False,False,Pro,17,833,9996,annual,True,False,2024-12-19,419,10.21951219512195,123307,3007.487804878049,31,41,24,3,2.0,51.0,83.5,3.5,0.0,Retained,Medium,Medium MRR,Small
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12,organic,Pro,2,False,False,Pro,54,2646,31752,annual,True,False,2024-12-27,276,11.5,99328,4138.666666666667,15,24,18,5,7.0,33.285714285714285,74.71428571428571,4.0,0.0,Retained,Low,High MRR,Small
A-5fe118,Company_374,Cybersecurity,US,2024-11-07,other,Enterprise,39,False,False,Basic,39,0,0,monthly,True,False,2024-12-29,233,11.095238095238095,59902,2852.4761904761904,12,21,14,5,1.0,19.0,26.0,4.0,0.0,Retained,Low,Low MRR,Large
A-5247b3,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,False,Basic,74,1406,16872,annual,True,False,2024-11-25,610,10.166666666666666,177212,2953.5333333333333,29,60,32,9,5.0,45.8,96.6,4.0,0.0,Retained,High,Medium MRR,Medium
A-f44180,Company_376,Cybersecurity,UK,2023-02-13,event,Pro,9,False,False,Basic,10,0,0,annual,False,False,2024-12-13,520,10.0,164121,3156.173076923077,22,52,27,10,2.0,46.5,123.0,5.0,0.0,Retained,Medium,Low MRR,Small
A-c16cf7,Company_377,EdTech,US,2024-10-16,event,Pro,13,True,False,Basic,35,665,7980,annual,True,False,2024-12-23,577,9.948275862068966,144846,2497.344827586207,26,58,33,8,3.0,48.333333333333336,111.66666666666667,3.5,0.0,Retained,Medium,Medium MRR,Medium
A-d42431,Company_378,FinTech,FR,2024-06-09,ads,Enterprise,22,True,False,Enterprise,22,4378,52536,annual,True,False,2024-12-08,457,9.72340425531915,133864,2848.1702127659573,34,47,26,6,4.0,24.25,119.5,4.0,0.0,Retained,Medium,High MRR,Medium
A-6965e1,Company_379,DevTools,US,2024-11-25,organic,Basic,13,False,False,Basic,13,247,2964,monthly,True,False,2024-12-30,627,10.627118644067796,188154,3189.0508474576272,29,59,27,4,3.0,39.0,128.33333333333334,3.0,0.0,Retained,High,Low MRR,Medium
A-0354fe,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,False,Enterprise,34,6766,81192,monthly,False,False,2024-12-10,463,10.28888888888889,152435,3387.4444444444443,30,45,28,3,4.0,20.0,69.25,4.0,0.0,Retained,Medium,High MRR,Large
A-0a62f5,Company_381,FinTech,UK,2024-09-11,partner,Pro,16,False,False,Basic,25,475,5700,monthly,True,False,2024-12-21,244,9.76,74890,2995.6,7,25,20,2,2.0,33.5,105.0,,0.0,Retained,Low,Low MRR,Medium
A-f5641b,Company_382,EdTech,US,2024-03-30,other,Pro,31,False,False,Enterprise,45,8955,107460,monthly,True,False,2024-12-29,438,11.23076923076923,141649,3632.025641025641,18,39,27,4,4.0,47.5,98.0,3.0,1.0,Retained,Medium,High MRR,Large
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12,ads,Basic,40,False,False,Enterprise,40,7960,95520,annual,True,True,2024-12-27,387,10.18421052631579,114913,3024.0263157894738,13,38,20,4,3.0,40.0,75.33333333333333,4.333333333333333,0.0,Retained,Low,High MRR,Large
A-3b37d9,Company_384,FinTech,US,2023-01-27,event,Enterprise,23,False,False,Enterprise,23,4577,54924,annual,True,False,2024-11-17,451,10.488372093023257,128119,2979.5116279069766,21,43,26,2,5.0,36.0,89.8,4.5,0.0,Retained,Medium,High MRR,Medium
A-54d94a,Company_385,Cybersecurity,IN,2023-05-01,event,Basic,27,False,False,Basic,27,513,6156,annual,True,False,2024-12-21,582,9.864406779661017,174162,2951.898305084746,28,59,30,7,4.0,53.75,82.75,3.5,0.0,Retained,High,Medium MRR,Large
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18,event,Basic,41,True,False,Pro,41,2009,24108,monthly,True,False,2024-12-21,619,9.983870967741936,177209,2858.2096774193546,38,62,32,9,1.0,24.0,5.0,4.0,0.0,Retained,High,Medium MRR,Large
A-089363,Company_387,FinTech,AU,2023-05-06,event,Basic,2,False,False,Enterprise,9,0,0,annual,True,False,2024-12-12,628,10.295081967213115,196491,3221.1639344262294,33,61,30,9,3.0,35.0,91.33333333333333,3.6666666666666665,0.0,Retained,High,Low MRR,Small
A-524364,Company_388,DevTools,FR,2024-12-31,partner,Enterprise,3,False,False,Basic,12,228,2736,monthly,True,False,2024-12-31,237,9.115384615384615,72569,2791.1153846153848,24,26,18,2,3.0,47.666666666666664,75.33333333333333,4.333333333333333,0.0,Retained,Low,Low MRR,Small
A-855a48,Company_389,EdTech,US,2023-12-22,partner,Pro,14,True,False,Enterprise,60,11940,143280,annual,True,False,2024-07-30,448,10.181818181818182,145908,3316.090909090909,16,44,26,7,5.0,39.6,122.0,3.6666666666666665,0.0,Retained,Medium,High MRR,Medium
A-756192,Company_390,FinTech,IN,2023-06-11,other,Basic,19,False,False,Pro,38,1862,22344,annual,True,False,2024-12-12,617,9.640625,183585,2868.515625,43,64,32,3,3.0,37.333333333333336,102.33333333333333,4.0,0.0,Retained,High,Medium MRR,Medium
A-49b828,Company_391,FinTech,IN,2023-05-05,ads,Pro,6,False,False,Enterprise,20,3980,47760,annual,True,False,2024-11-22,687,10.569230769230769,187183,2879.7384615384617,45,65,29,10,3.0,13.666666666666666,87.66666666666667,3.5,1.0,Retained,High,High MRR,Small
A-c7ffc2,Company_392,Cybersecurity,US,2023-01-27,partner,Pro,30,True,False,Basic,49,931,11172,monthly,False,False,2024-12-27,640,10.32258064516129,200957,3241.2419354838707,28,62,30,6,2.0,64.0,86.0,3.0,0.0,Retained,High,Medium MRR,Large
A-751c58,Company_393,FinTech,UK,2024-07-18,organic,Basic,15,False,False,Basic,71,1349,16188,annual,True,False,2024-12-21,574,10.830188679245284,179405,3385.0,12,53,31,3,5.0,39.6,130.0,4.333333333333333,0.0,Retained,Medium,Medium MRR,Medium
A-72799b,Company_394,DevTools,FR,2023-11-13,event,Enterprise,20,False,True,Pro,61,2989,35868,annual,True,False,2024-10-21,550,9.821428571428571,154998,2767.8214285714284,34,56,31,10,2.0,33.5,80.0,4.5,1.0,Churned,Medium,High MRR,Medium
A-812c5b,Company_395,DevTools,CA,2024-02-25,organic,Basic,55,False,True,Pro,55,2695,32340,monthly,True,False,2024-12-27,866,9.840909090909092,269595,3063.5795454545455,46,88,33,11,4.0,27.0,88.25,4.0,0.0,Churned,High,High MRR,Large
A-69b156,Company_396,EdTech,US,2023-11-21,other,Pro,7,False,True,Basic,8,152,1824,monthly,False,True,2024-12-10,360,10.0,102483,2846.75,20,36,24,2,7.0,32.0,100.57142857142857,4.0,0.0,Churned,Low,Low MRR,Small
A-075038,Company_397,HealthTech,UK,2023-05-12,ads,Basic,17,False,False,Basic,42,798,9576,monthly,True,False,2024-10-26,743,10.614285714285714,198728,2838.9714285714285,31,70,32,9,2.0,43.5,54.0,3.0,0.0,Retained,High,Medium MRR,Medium
A-940b8b,Company_398,HealthTech,DE,2024-03-19,organic,Basic,1,False,False,Enterprise,7,0,0,annual,True,False,2024-11-11,362,10.342857142857143,121184,3462.4,32,35,23,3,3.0,41.333333333333336,89.33333333333333,4.0,0.0,Retained,Low,Low MRR,Small
A-2d1036,Company_399,FinTech,US,2024-06-14,ads,Pro,69,False,True,Pro,69,3381,40572,monthly,False,False,2024-12-16,692,10.028985507246377,181335,2628.0434782608695,40,69,31,10,5.0,37.8,49.0,4.6,1.0,Churned,High,High MRR,Large
A-0f6450,Company_400,FinTech,US,2024-12-27,other,Pro,28,True,True,Enterprise,28,5572,66864,monthly,False,False,2024-12-31,539,9.981481481481481,174670,3234.6296296296296,39,54,31,8,8.0,29.75,81.625,3.8333333333333335,1.0,Churned,Medium,High MRR,Large
A-9affe6,Company_401,Cybersecurity,US,2023-03-22,other,Pro,7,False,False,Pro,23,1127,13524,monthly,True,False,2024-11-14,473,10.063829787234043,144853,3081.978723404255,16,47,26,3,3.0,58.0,76.0,3.0,0.0,Retained,Medium,Medium MRR,Small
A-80eeb6,Company_402,Cybersecurity,UK,2023-05-09,organic,Enterprise,22,False,False,Enterprise,22,4378,52536,annual,True,True,2024-12-20,725,9.539473684210526,221904,2919.7894736842104,43,76,38,9,4.0,40.25,68.25,3.6666666666666665,1.0,Retained,High,High MRR,Medium
A-d4e0d4,Company_403,FinTech,US,2024-10-18,other,Basic,117,False,False,Enterprise,117,23283,279396,annual,True,False,2024-12-14,488,9.959183673469388,144771,2954.5102040816328,33,49,30,6,4.0,39.25,76.25,4.0,0.0,Retained,Medium,High MRR,Large
A-c7e58b,Company_404,HealthTech,IN,2023-06-25,other,Pro,3,False,False,Pro,16,0,0,monthly,True,False,2024-09-07,343,10.088235294117647,105853,3113.323529411765,18,34,22,1,5.0,30.6,98.4,3.5,0.0,Retained,Low,Low MRR,Small
A-016043,Company_405,EdTech,CA,2024-07-31,organic,Basic,4,True,False,Basic,26,494,5928,monthly,False,False,2024-12-02,490,10.425531914893616,132075,2810.1063829787236,21,47,26,3,3.0,30.333333333333332,78.0,4.0,0.0,Retained,Medium,Low MRR,Small
A-bbe56f,Company_406,HealthTech,US,2023-02-16,ads,Enterprise,21,False,False,Basic,22,418,5016,annual,True,False,2024-10-15,232,10.545454545454545,60604,2754.7272727272725,8,22,13,4,4.0,26.25,120.5,4.0,0.0,Retained,Low,Low MRR,Medium
